Owner Name 1/,State,County,Country,Number of Acres,Acquisition Year,Lat,lng,Owner Type,Principal Place of Business,Secondary Interest in China,Secondary Interest in Iran,Secondary Interest in Russia,Secondary Intereset in North Korea
"WINEMILLER FARMS, LLC",Arkansas,Chicot,998 - NO FOREIGN INVESTOR LISTED,111.95,2014.0,33.267,-91.2937,Other,840.0,,,,
"GRIFFIN BAYOU FARMS, LLC",Arkansas,Ashley,998 - NO FOREIGN INVESTOR LISTED,412.0,2013.0,33.1912,-91.7685,Other,840.0,,,,
"REALINVEST LA, INC.",Louisiana,Morehouse,999 - NO PREDOMINANT COUNTRY CODE,163.25,2011.0,32.8202,-91.8018,Corporation,840.0,,,,
"Tanager Timber, LLC",Virginia,Caroline,999 - NO PREDOMINANT COUNTRY CODE,153.0,2014.0,38.0267,-77.3472,Other,840.0,,,,
"MESA VERDE FARMS, L.L.C.",California,Madera,999 - NO PREDOMINANT COUNTRY CODE,24.23,2013.0,37.218,-119.7627,Other,840.0,,,,
FRISCO APARTMENT 40 JOINT VENTURE,Texas,Collin,999 - NO PREDOMINANT COUNTRY CODE,22.0,1996.0,33.188,-96.5724,Partnership,840.0,,,,
"OREGON GARDEN PRODUCTS, INC.",Florida,Dade,998 - NO FOREIGN INVESTOR LISTED,61.0,1985.0,25.615,-80.5624,Corporation,840.0,,,,
NEVER BEND LLC,California,San Joaquin,999 - NO PREDOMINANT COUNTRY CODE,80.0,1996.0,37.9348,-121.2714,Other,0.0,,,,
"Woodchuck Farms, LLC",Illinois,Piatt,998 - NO FOREIGN INVESTOR LISTED,40.0,2013.0,40.0103,-88.5911,Other,840.0,,,,
"Tanager Timber, LLC",Virginia,Lancaster,999 - NO PREDOMINANT COUNTRY CODE,779.6,2014.0,37.7345,-76.4632,Other,840.0,,,,
"OWYHEE RANGE FARMS, LLC",Idaho,Canyon,998 - NO FOREIGN INVESTOR LISTED,276.0,2013.0,43.6251,-116.7093,Other,840.0,,,,
"CHAMPAIGN COUNTY FARMS, LLC",Illinois,Vermilion,998 - NO FOREIGN INVESTOR LISTED,72.65,2015.0,40.1834,-87.7328,Other,840.0,,,,
MACE Farm Trust,Illinois,Champaign,999 - NO PREDOMINANT COUNTRY CODE,132.0,1998.0,40.1401,-88.1992,Trust,840.0,,,,
"BALSIGER, FRITZ & BRIGITTE",New York,Tioga,999 - NO PREDOMINANT COUNTRY CODE,325.0,1992.0,42.1703,-76.3063,Partnership,840.0,,,,
"LINCOLN COUNTY FARMS, LLC",Arkansas,Lonoke,998 - NO FOREIGN INVESTOR LISTED,117.29,2014.0,34.7543,-91.8888,Other,840.0,,,,
KAREN FARM CORP.,Florida,Marion,999 - NO PREDOMINANT COUNTRY CODE,80.0,1980.0,29.2102,-82.0567,Corporation,840.0,,,,
AMWEST PROP. INC.,Washington,Whatcom,999 - NO PREDOMINANT COUNTRY CODE,132.0,1977.0,48.8259,-121.7199,Corporation,840.0,,,,
"ESTEVE, JOSEFA RECOLONS & LIBRA LAND CORP.",Texas,Collin,999 - NO PREDOMINANT COUNTRY CODE,87.0,1971.0,33.188,-96.5724,Partnership,840.0,,,,
CF/FIA LLC,Wisconsin,Forest,999 - NO PREDOMINANT COUNTRY CODE,6587.0,2011.0,45.6673,-88.7704,Other,840.0,,,,
CF/FIA LLC,Wisconsin,Forest,999 - NO PREDOMINANT COUNTRY CODE,6587.0,2011.0,45.6673,-88.7704,Other,840.0,,,,
"Tanager Timber, LLC",Virginia,Halifax,999 - NO PREDOMINANT COUNTRY CODE,274.0,2014.0,36.7669,-78.9366,Other,840.0,,,,
UNIMIN TEXAS COMPANY L.P.,Texas,Cherokee,999 - NO PREDOMINANT COUNTRY CODE,254.0,2000.0,31.837,-95.1652,Other,0.0,,,,
"HOLLY LANE STUD, N.A., LTD.",Kentucky,Fayette,999 - NO PREDOMINANT COUNTRY CODE,20.0,1989.0,38.0423,-84.4587,Partnership,840.0,,,,
"Cadman Materials, Inc.",Oregon,Clackamas,998 - NO FOREIGN INVESTOR LISTED,17.0,2020.0,45.188,-122.2208,Corporation,840.0,,,,
"SCHROETER FAMILY FARM, LLC",Nebraska,Madison,998 - NO FOREIGN INVESTOR LISTED,150.0,2013.0,41.9167,-97.6008,Other,840.0,,,,
"BFF Louisa I, LLC",Virginia,Louisa,998 - NO FOREIGN INVESTOR LISTED,60.454,2023.0,37.9786,-77.963,Other,840.0,0.0,0.0,0.0,0.0
"MERRICK COUNTY FARM, LLC",Nebraska,Hamilton,998 - NO FOREIGN INVESTOR LISTED,208.0,2013.0,40.873,-98.0229,Other,840.0,,,,
"DOVE HAVEN RANCH, LLC",Nebraska,Box Butte,998 - NO FOREIGN INVESTOR LISTED,648.0,2013.0,42.2198,-103.0857,Other,840.0,,,,
"BELLEI, PLOOG SCHUMIDT",California,El Dorado,999 - NO PREDOMINANT COUNTRY CODE,89.0,1978.0,38.7787,-120.5247,Partnership,0.0,,,,
North Aike LLC,Illinois,Piatt,998 - NO FOREIGN INVESTOR LISTED,40.68,2016.0,40.0103,-88.5911,Corporation,840.0,,,,
"WINEMILLER FARMS, LLC",Arkansas,Chicot,998 - NO FOREIGN INVESTOR LISTED,106.6,2014.0,33.267,-91.2937,Other,840.0,,,,
"Count Nesselrode Forest, LLC",South Carolina,Colleton,998 - NO FOREIGN INVESTOR LISTED,165.4,2014.0,32.8637,-80.667,Other,840.0,,,,
"LONG PRAIRIE FARMS, LLC",Arkansas,Lonoke,998 - NO FOREIGN INVESTOR LISTED,101.28,2015.0,34.7543,-91.8888,Other,840.0,,,,
"Tanager Timber, LLC",Virginia,Buckingham,999 - NO PREDOMINANT COUNTRY CODE,262.0,2014.0,37.5722,-78.5288,Other,840.0,,,,
EVERGREEN TIMBERLANDS CORP.,Georgia,Jasper,998 - NO FOREIGN INVESTOR LISTED,651.0,1984.0,33.3165,-83.688,Corporation,840.0,,,,
RIAL CORPORATION,North Carolina,Hyde,999 - NO PREDOMINANT COUNTRY CODE,840.0,1996.0,35.5306,-76.2517,Corporation,840.0,,,,
"Count Nesselrode Forest, LLC",South Carolina,Hampton,998 - NO FOREIGN INVESTOR LISTED,135.813,2015.0,32.7763,-81.1407,Corporation,840.0,,,,
"B Grain Investment Group, LLC",Illinois,Piatt,998 - NO FOREIGN INVESTOR LISTED,35.0,2014.0,40.0103,-88.5911,Other,840.0,,,,
"LONG PRAIRIE FARMS, LLC",Arkansas,Lonoke,998 - NO FOREIGN INVESTOR LISTED,118.47,2016.0,34.7543,-91.8888,Other,840.0,,,,
"WILLOWDALE FARMS, LLC",Nebraska,Antelope,998 - NO FOREIGN INVESTOR LISTED,263.0,2013.0,42.1769,-98.0667,Other,840.0,,,,
"LEWIS DEVELOPMENT, LLC",Oregon,Coos,999 - NO PREDOMINANT COUNTRY CODE,189.0,2016.0,43.1742,-124.0594,Other,840.0,,,,
MACE Farm Trust,Illinois,Champaign,999 - NO PREDOMINANT COUNTRY CODE,160.0,1992.0,40.1401,-88.1992,Trust,840.0,,,,
"Tanager Timber, LLC",Virginia,Northumberland,999 - NO PREDOMINANT COUNTRY CODE,250.0,2014.0,37.8873,-76.4195,Other,840.0,,,,
"KOPPERS INDUSTRIES, INC.",Pennsylvania,Lycoming,999 - NO PREDOMINANT COUNTRY CODE,55.0,1988.0,41.3434,-77.0645,Corporation,840.0,,,,
"WINEMILLER FARMS, LLC",Arkansas,Chicot,998 - NO FOREIGN INVESTOR LISTED,179.0,2013.0,33.267,-91.2937,Other,840.0,,,,
GWINNET CO. INVEST. ASSO. LTD.,Georgia,Gwinnett,999 - NO PREDOMINANT COUNTRY CODE,107.0,1975.0,33.9619,-84.0236,Partnership,840.0,,,,
"CARLTON FARMS, LLC",Arkansas,Pulaski,998 - NO FOREIGN INVESTOR LISTED,307.0,2013.0,34.77,-92.312,Other,840.0,,,,
"FOUR FIFTHS FARM, INC.",Mississippi,Leflore,999 - NO PREDOMINANT COUNTRY CODE,270.0,1984.0,33.5505,-90.3011,Corporation,840.0,,,,
"DELTA FARMS DELAWARE, INC.",Arkansas,Poinsett,998 - NO FOREIGN INVESTOR LISTED,435.0,1984.0,35.574,-90.663,Corporation,840.0,,,,
"IPKY, INC.",Kentucky,Nelson,999 - NO PREDOMINANT COUNTRY CODE,109.0,1994.0,37.8052,-85.466,Corporation,840.0,,,,
AMERDERE INC.,California,Kern,999 - NO PREDOMINANT COUNTRY CODE,80.0,1980.0,35.3426,-118.7301,Corporation,840.0,,,,
"SUNFLOWER COUNTY FARMS, LLC",Mississippi,Sunflower,998 - NO FOREIGN INVESTOR LISTED,179.0,2013.0,33.6023,-90.5886,Other,840.0,,,,
Saginaw Valley Farms LLC,Michigan,Gratiot,998 - NO FOREIGN INVESTOR LISTED,75.62,2014.0,43.2927,-84.6049,Other,840.0,,,,
"Pederson Natural Farms, Inc",Texas,Hamilton,998 - NO FOREIGN INVESTOR LISTED,132.12,2013.0,31.7048,-98.1107,Corporation,840.0,,,,
ROCKHILL FARMS L.P.,Virginia,Stafford,999 - NO PREDOMINANT COUNTRY CODE,103.0,1987.0,38.4207,-77.458,Partnership,840.0,,,,
"LANCASTER PLEASANT RUN FARMS, INC.",Texas,Dallas,999 - NO PREDOMINANT COUNTRY CODE,202.0,1980.0,32.7666,-96.7778,Corporation,840.0,,,,
"MERRICK COUNTY FARM, LLC",Nebraska,Hall,998 - NO FOREIGN INVESTOR LISTED,153.0,2013.0,40.8726,-98.5022,Other,840.0,,,,
"MERRICK COUNTY FARM, LLC",Nebraska,Howard,998 - NO FOREIGN INVESTOR LISTED,160.0,2013.0,41.2201,-98.5171,Other,840.0,,,,
"TOM BIGBEE FARMS, INC.",Mississippi,Monroe,999 - NO PREDOMINANT COUNTRY CODE,400.0,1984.0,33.8923,-88.4805,Corporation,840.0,,,,
"BAKKER, TH. & VON MEISS, H.",California,Riverside,999 - NO PREDOMINANT COUNTRY CODE,20.0,1973.0,33.7436,-115.9938,Partnership,756.0,,,,
"Cadman Materials, Inc.",Oregon,Clackamas,998 - NO FOREIGN INVESTOR LISTED,17.0,2020.0,45.188,-122.2208,Corporation,840.0,,,,
HTFF Reit Inc,Georgia,Warren,998 - NO FOREIGN INVESTOR LISTED,130.0,2018.0,33.4089,-82.6768,Corporation,840.0,,,,
"Tanager Timber, LLC",Virginia,King and Queen,999 - NO PREDOMINANT COUNTRY CODE,221.0,2014.0,37.7186,-76.8953,Other,840.0,,,,
"Double Black Diamond Solar Project, LLC",Illinois,Sangamon,999 - NO PREDOMINANT COUNTRY CODE,1.48,2022.0,39.7582,-89.6589,Other,840.0,,,,
"LINCOLN COUNTY FARMS, LLC",Arkansas,Jefferson,998 - NO FOREIGN INVESTOR LISTED,99.28,2015.0,34.2683,-91.9304,Other,840.0,,,,
"OWYHEE RANGE FARMS, LLC",Idaho,Ada,998 - NO FOREIGN INVESTOR LISTED,205.0,2013.0,43.4511,-116.2412,Other,840.0,,,,
"DOMAINE SAINT-VINCENT, LTD.",New Mexico,Grant,998 - NO FOREIGN INVESTOR LISTED,250.0,1983.0,32.7389,-108.3824,Corporation,840.0,,,,
"FLO FUND DOMESTIC SUB 3, LLC",South Carolina,Clarendon,998 - NO FOREIGN INVESTOR LISTED,150.0,2015.0,33.6658,-80.2164,Other,840.0,,,,
"LONG PRAIRIE FARMS, LLC",Arkansas,Lonoke,998 - NO FOREIGN INVESTOR LISTED,153.0,2013.0,34.7543,-91.8888,Other,840.0,,,,
"ARAZI, JEMIL & LAND DEV. PROMO. & SERV.",Washington,Kittitas,999 - NO PREDOMINANT COUNTRY CODE,25665.0,1977.0,47.1244,-120.6798,Partnership,840.0,,,,
"Claudia Farm, LLC",Arkansas,Chicot,998 - NO FOREIGN INVESTOR LISTED,80.0,2021.0,33.267,-91.2937,Partnership,840.0,,,,
AGRI-WORLD 14,California,Madera,999 - NO PREDOMINANT COUNTRY CODE,237.0,1981.0,37.218,-119.7627,Partnership,840.0,,,,
"HTFF SE-T, LLC",South Carolina,Dillon,998 - NO FOREIGN INVESTOR LISTED,279.0,2023.0,34.3915,-79.3789,Other,840.0,0.0,0.0,0.0,0.0
"LYME EMPORIUM HIGHLANDS II, LLC",Pennsylvania,Cameron,999 - NO PREDOMINANT COUNTRY CODE,126.0,2018.0,41.4367,-78.204,Other,840.0,,,,
SUNNYSIDE DAIRY LLC,Oregon,Harney,998 - NO FOREIGN INVESTOR LISTED,615.0,2013.0,43.0641,-118.968,Other,840.0,,,,
"Delta Lands, LLC",Mississippi,Bolivar,999 - NO PREDOMINANT COUNTRY CODE,79.01,2013.0,33.7971,-90.8805,Other,840.0,,,,
UNIMIN TEXAS COMPANY L.P.,Texas,McCulloch,999 - NO PREDOMINANT COUNTRY CODE,88.0,1996.0,31.1989,-99.3475,Other,840.0,,,,
SIXTEEN ACRE INVESTMENT TRACT,Texas,Dallas,998 - NO FOREIGN INVESTOR LISTED,16.0,1992.0,32.7666,-96.7778,Partnership,840.0,,,,
NORTHERN TRUST CO. #2-52328,Illinois,De Kalb,998 - NO FOREIGN INVESTOR LISTED,164.0,1987.0,41.8935,-88.7703,Trust,840.0,,,,
Evergreen Timber Co. FL  LLC,Florida,Walton,999 - NO PREDOMINANT COUNTRY CODE,185.47,2020.0,30.6436,-86.1697,Other,840.0,,,,
"GRIFFIN BAYOU FARMS, LLC",Arkansas,Ashley,998 - NO FOREIGN INVESTOR LISTED,270.0,2013.0,33.1912,-91.7685,Other,840.0,,,,
"CHAMPAIGN COUNTY FARMS, LLC",Illinois,Champaign,998 - NO FOREIGN INVESTOR LISTED,56.0,2013.0,40.1401,-88.1992,Other,840.0,,,,
"DOMAINE SAINT-VINCENT, LTD.",New Mexico,Sierra,998 - NO FOREIGN INVESTOR LISTED,620.0,1985.0,33.1305,-107.1924,Corporation,840.0,,,,
SANTURA LAND CORP.,California,Riverside,998 - NO FOREIGN INVESTOR LISTED,25.0,1983.0,33.7436,-115.9938,Corporation,840.0,,,,
FLORIDA MANAGEMENT & DEVELOPMENT CORP.,Florida,Lee,999 - NO PREDOMINANT COUNTRY CODE,320.0,1982.0,26.578,-81.8332,Corporation,840.0,,,,
"FIA TIMBER PARTNERS II, LP",Oregon,Curry,999 - NO PREDOMINANT COUNTRY CODE,84.0,2013.0,42.4576,-124.1568,Partnership,840.0,,,,
"VAN DE VUVER, ED & RENE; COAMONS-VAN DE VUVER, ANNE",Texas,Hopkins,999 - NO PREDOMINANT COUNTRY CODE,161.0,1999.0,33.1496,-95.5639,Individual,0.0,,,,
"LINCOLN COUNTY FARMS, LLC",Arkansas,Jefferson,998 - NO FOREIGN INVESTOR LISTED,77.98,2014.0,34.2683,-91.9304,Other,840.0,,,,
"ARKANSAS BAYOU FARMS, LLC",Arkansas,Chicot,998 - NO FOREIGN INVESTOR LISTED,167.0,2013.0,33.267,-91.2937,Other,840.0,,,,
Bayou Winemiller Farms LLC,Arkansas,Chicot,998 - NO FOREIGN INVESTOR LISTED,79.02,2016.0,33.267,-91.2937,Other,840.0,,,,
Evergreen Timber Co. FL  LLC,Florida,Okaloosa,999 - NO PREDOMINANT COUNTRY CODE,9513.23,2020.0,30.6913,-86.5917,Other,840.0,,,,
"ATLANTA FARMS SOLAR PROJECT, LLC",Ohio,Pickaway,999 - NO PREDOMINANT COUNTRY CODE,44.91,2022.0,39.6419,-83.0244,Other,840.0,,,,
"DL MULTI-COUNTY FARMS, LLC",Illinois,Montgomery,998 - NO FOREIGN INVESTOR LISTED,41.3,2016.0,39.231,-89.4789,Other,840.0,,,,
"HTFF SE-T, LLC",South Carolina,Lee,998 - NO FOREIGN INVESTOR LISTED,293.0,2023.0,34.1633,-80.2545,Other,840.0,0.0,0.0,0.0,0.0
"CANTORIST INVESTMENT CO., LTD., INC.",Georgia,Mitchell,999 - NO PREDOMINANT COUNTRY CODE,88.0,1983.0,31.2253,-84.1943,Corporation,492.0,,,,
"COLDWATER RIVER FARMS, LLC",Mississippi,Quitman,998 - NO FOREIGN INVESTOR LISTED,130.0,2013.0,34.2514,-90.2891,Other,840.0,,,,
"Devor Real Estate, LLC",Michigan,Sanilac,998 - NO FOREIGN INVESTOR LISTED,40.0,2014.0,43.4236,-82.8203,Corporation,840.0,,,,
Walnut Ranch Corp.,Florida,Okeechobee,998 - NO FOREIGN INVESTOR LISTED,57.47,2014.0,27.3864,-80.8886,Corporation,840.0,,,,
"BELLEI, PLOOG SCHUMIDT",California,Solano,999 - NO PREDOMINANT COUNTRY CODE,31.0,1978.0,38.27,-121.9328,Partnership,0.0,,,,
Tamarack Timber Co.  AL.  LLC,Alabama,Baldwin,999 - NO PREDOMINANT COUNTRY CODE,30563.46,2020.0,30.7277,-87.7226,Other,840.0,,,,
"Aviagen, Inc.",Tennessee,Cumberland,999 - NO PREDOMINANT COUNTRY CODE,46.08,2023.0,35.9504,-84.9984,Corporation,840.0,0.0,0.0,0.0,0.0
Evergreen Timber Co. AL LLC,Alabama,Baldwin,999 - NO PREDOMINANT COUNTRY CODE,15930.77,2020.0,30.7277,-87.7226,Other,840.0,,,,
Shades Mountain Timber Co.  AL LLC,Alabama,Baldwin,999 - NO PREDOMINANT COUNTRY CODE,8787.55,2020.0,30.7277,-87.7226,Other,840.0,,,,
Tamarack Timber Co.  AL.  LLC,Alabama,Baldwin,999 - NO PREDOMINANT COUNTRY CODE,632.44,2020.0,30.7277,-87.7226,Other,840.0,,,,
Akmal Ahamawi,Kansas,Saline,998 - NO FOREIGN INVESTOR LISTED,153.62,2010.0,38.7838,-97.65,Individual,840.0,,,,
Shades Mountain Timber Co.  AL LLC,Alabama,Baldwin,999 - NO PREDOMINANT COUNTRY CODE,267.4,2020.0,30.7277,-87.7226,Other,840.0,,,,
Evergreen Timber Co. AL LLC,Alabama,Baldwin,999 - NO PREDOMINANT COUNTRY CODE,145.48,2020.0,30.7277,-87.7226,Other,840.0,,,,
PHOENIX FARMS LTD.,Texas,Cameron,999 - NO PREDOMINANT COUNTRY CODE,0.230000000000004,1990.0,26.1332,-97.5186,Partnership,840.0,,,,
DOVEX FRUIT CO.,Washington,Chelan,999 - NO PREDOMINANT COUNTRY CODE,20.0,1986.0,47.8692,-120.619,Corporation,380.0,,,,
EVERGREEN TIMBERLANDS CORP.,Georgia,Putnam,998 - NO FOREIGN INVESTOR LISTED,316.0,1984.0,33.3218,-83.3728,Corporation,840.0,,,,
"CRAUSAZ, J.L. & CUENI, H.W.",Colorado,Lincoln,999 - NO PREDOMINANT COUNTRY CODE,2640.0,1975.0,38.9881,-103.514,Partnership,840.0,,,,
"CRAUSAZ, J.L. & CUENI, H.W.",Colorado,Lincoln,999 - NO PREDOMINANT COUNTRY CODE,4240.0,1979.0,38.9881,-103.514,Partnership,840.0,,,,
"CRAUSAZ, J.L. & CUENI, H.W.",Colorado,Lincoln,999 - NO PREDOMINANT COUNTRY CODE,800.0,1975.0,38.9881,-103.514,Partnership,840.0,,,,
"CRAUSAZ, J.L. & CUENI, H.W.",Colorado,Lincoln,999 - NO PREDOMINANT COUNTRY CODE,1000.0,1976.0,38.9881,-103.514,Partnership,840.0,,,,
"SWIFT CURRENT LAND & CATTLE, L.L.C.",Arizona,Gila,999 - NO PREDOMINANT COUNTRY CODE,160.0,2007.0,33.7997,-110.8116,Partnership,0.0,,,,
"Wolf Bone Ranch Partners, LLC",Texas,Pecos,998 - NO FOREIGN INVESTOR LISTED,3287.0,2017.0,30.781,-102.7235,Other,840.0,,,,
"JACKSON COUNTY FARMS, LLC",Arkansas,Woodruff,998 - NO FOREIGN INVESTOR LISTED,113.0,2013.0,35.1863,-91.2431,Other,840.0,,,,
Zvezda 07,Illinois,De Kalb,998 - NO FOREIGN INVESTOR LISTED,24.0,2014.0,41.8935,-88.7703,Corporation,840.0,,,,
"BOUNDARY LINE FARMS, LLC",Louisiana,West Carroll,998 - NO FOREIGN INVESTOR LISTED,63.44,2014.0,32.7885,-91.4568,Other,840.0,,,,
DOVEX FRUIT CO.,Washington,Grant,999 - NO PREDOMINANT COUNTRY CODE,80.0,1999.0,47.2057,-119.4518,Corporation,840.0,,,,
"Tanager Timber, LLC",Virginia,Westmoreland,999 - NO PREDOMINANT COUNTRY CODE,290.0,2014.0,38.112,-76.8042,Other,840.0,,,,
Silicon Ranch Corporation,Mississippi,Lauderdale,999 - NO PREDOMINANT COUNTRY CODE,101.0,2018.0,32.4043,-88.6625,Corporation,840.0,,,,
DOVEX FRUIT CO.,Washington,Douglas,999 - NO PREDOMINANT COUNTRY CODE,10.0,2005.0,47.7361,-119.6918,Corporation,840.0,,,,
"WINEMILLER FARMS, LLC",Arkansas,Chicot,998 - NO FOREIGN INVESTOR LISTED,53.61,2015.0,33.267,-91.2937,Other,840.0,,,,
"FOX, S. DAWN AND STEVEN M.",New Hampshire,Merrimack,999 - NO PREDOMINANT COUNTRY CODE,10.0,2002.0,43.2975,-71.6802,Individual,0.0,,,,
"Tanager Timber, LLC",Virginia,Middlesex,999 - NO PREDOMINANT COUNTRY CODE,131.0,2021.0,37.6303,-76.5698,Other,840.0,,,,
"BSF PROPERTIES, INC.",Georgia,Jackson,999 - NO PREDOMINANT COUNTRY CODE,52.0,1988.0,34.1339,-83.5664,Corporation,840.0,,,,
Silicon Ranch Corporation,Mississippi,Lauderdale,999 - NO PREDOMINANT COUNTRY CODE,61.31,2018.0,32.4043,-88.6625,Corporation,840.0,,,,
"JACKSON COUNTY FARMS, LLC",Arkansas,Jackson,998 - NO FOREIGN INVESTOR LISTED,95.0,2013.0,35.5992,-91.2145,Other,840.0,,,,
HTFF Reit Inc,Alabama,Etowah,998 - NO FOREIGN INVESTOR LISTED,121.0,2018.0,34.0453,-86.0348,Corporation,840.0,,,,
"RIGO, ANDRES & MARIANNE HAUG",Virginia,Rockingham,999 - NO PREDOMINANT COUNTRY CODE,111.0,1989.0,38.512,-78.8757,Individual,0.0,,,,
"LINCOLN COUNTY FARMS, LLC",Arkansas,Lincoln,998 - NO FOREIGN INVESTOR LISTED,88.0,2013.0,33.957,-91.7344,Other,840.0,,,,
LOBLOLLY TIMBERLANDS CORP.,South Carolina,Chester,998 - NO FOREIGN INVESTOR LISTED,163.0,1994.0,34.692,-81.1595,Corporation,840.0,,,,
Blenheim Timber LLC,Georgia,Harris,998 - NO FOREIGN INVESTOR LISTED,103.0,2016.0,32.736,-84.9089,Other,840.0,,,,
"ARKANSAS BAYOU FARMS, LLC",Arkansas,Chicot,998 - NO FOREIGN INVESTOR LISTED,81.0,2013.0,33.267,-91.2937,Other,840.0,,,,
"LINCOLN COUNTY FARMS, LLC",Arkansas,Jefferson,998 - NO FOREIGN INVESTOR LISTED,80.0,2013.0,34.2683,-91.9304,Other,840.0,,,,
DOUGLAS TIMBERLANDS OF OREGON,Oregon,Curry,998 - NO FOREIGN INVESTOR LISTED,160.0,1981.0,42.4576,-124.1568,Partnership,840.0,,,,
Oak Mountain Timber Co.  LA LLC,Louisiana,Avoyelles,999 - NO PREDOMINANT COUNTRY CODE,82.48,2020.0,31.0763,-92.0014,Other,840.0,,,,
"DL MULTI-COUNTY FARMS, LLC",Illinois,Wayne,998 - NO FOREIGN INVESTOR LISTED,60.0,2013.0,38.4296,-88.4256,Other,840.0,,,,
OKEELANTA CORP.,Florida,Glades,998 - NO FOREIGN INVESTOR LISTED,118.0,1985.0,26.9564,-81.189,Corporation,840.0,,,,
"BRYANT, PETER & RAJIN SAVITRI",North Carolina,Sampson,999 - NO PREDOMINANT COUNTRY CODE,152.0,2001.0,34.9916,-78.3714,Individual,0.0,,,,
"HEARTLAND LYSINE, INC.",Iowa,Wapello,999 - NO PREDOMINANT COUNTRY CODE,43.0,1984.0,41.0306,-92.4095,Corporation,840.0,,,,
Tamarack Timber Co.  AL.  LLC,Alabama,Escambia,999 - NO PREDOMINANT COUNTRY CODE,9387.37,2020.0,31.1262,-87.1615,Other,840.0,,,,
"MIDDLETON, K.",Florida,Lake,999 - NO PREDOMINANT COUNTRY CODE,50.0,1979.0,28.7615,-81.7113,Trust,124.0,,,,
Evergreen Timber Co. AL LLC,Alabama,Escambia,999 - NO PREDOMINANT COUNTRY CODE,6856.93,2020.0,31.1262,-87.1615,Other,840.0,,,,
Georgia-Florida Investments,Georgia,Grady,998 - NO FOREIGN INVESTOR LISTED,71.71,2015.0,30.8747,-84.2345,Other,840.0,,,,
UNIMIN TENNESSEE COMPANY L.P.,Tennessee,Benton,999 - NO PREDOMINANT COUNTRY CODE,344.0,1996.0,36.0698,-88.0683,Corporation,840.0,,,,
Shades Mountain Timber Co.  AL LLC,Alabama,Escambia,999 - NO PREDOMINANT COUNTRY CODE,4126.1,2020.0,31.1262,-87.1615,Other,840.0,,,,
Shades Mountain Timber Co.  AL LLC,Alabama,Escambia,999 - NO PREDOMINANT COUNTRY CODE,445.44,2020.0,31.1262,-87.1615,Other,840.0,,,,
Tamarack Timber Co.  AL.  LLC,Alabama,Escambia,999 - NO PREDOMINANT COUNTRY CODE,423.56,2020.0,31.1262,-87.1615,Other,840.0,,,,
"HTFF SE-T, LLC",South Carolina,Sumter,998 - NO FOREIGN INVESTOR LISTED,272.0,2023.0,33.9162,-80.3822,Other,840.0,0.0,0.0,0.0,0.0
"STRONG, HANNE M. & MAURICE F.",Colorado,Saguache,999 - NO PREDOMINANT COUNTRY CODE,158.0,1982.0,38.0805,-106.2815,Partnership,840.0,,,,
"HARRY THOMA, LLC",Georgia,Dooly,999 - NO PREDOMINANT COUNTRY CODE,89.0,2021.0,32.1572,-83.7988,Corporation,840.0,,,,
Tamarack Timber Co LA  LLC,Louisiana,Rapides,998 - NO FOREIGN INVESTOR LISTED,81.55,2020.0,31.1986,-92.5332,Other,840.0,,,,
"ARKANSAS BAYOU FARMS, LLC",Arkansas,Chicot,998 - NO FOREIGN INVESTOR LISTED,40.0,2017.0,33.267,-91.2937,Other,840.0,,,,
"Big Berry Bayou Farms, LLC",Arkansas,Chicot,998 - NO FOREIGN INVESTOR LISTED,41.8,2016.0,33.267,-91.2937,Other,840.0,,,,
UNIMIN TEXAS COMPANY L.P.,Texas,McCulloch,999 - NO PREDOMINANT COUNTRY CODE,3.0,1996.0,31.1989,-99.3475,Other,840.0,,,,
UNIMIN TEXAS COMPANY L.P.,Texas,McCulloch,999 - NO PREDOMINANT COUNTRY CODE,5.0,1996.0,31.1989,-99.3475,Other,840.0,,,,
UNIMIN TEXAS COMPANY L.P.,Texas,McCulloch,999 - NO PREDOMINANT COUNTRY CODE,129.0,1998.0,31.1989,-99.3475,Other,840.0,,,,
"DL MULTI-COUNTY FARMS, LLC",Illinois,Clay,998 - NO FOREIGN INVESTOR LISTED,50.0,2013.0,38.7542,-88.4902,Other,840.0,,,,
UNIMIN TENNESSEE COMPANY L.P.,Tennessee,Carroll,999 - NO PREDOMINANT COUNTRY CODE,111.0,1996.0,35.9732,-88.4503,Corporation,840.0,,,,
"WILLOWDALE FARMS, LLC",Nebraska,Holt,998 - NO FOREIGN INVESTOR LISTED,160.0,2013.0,42.4557,-98.7838,Other,840.0,,,,
Tamarack Timber Co.  AL.  LLC,Alabama,Covington,999 - NO PREDOMINANT COUNTRY CODE,2525.18,2020.0,31.2485,-86.4513,Other,840.0,,,,
Shades Mountain Timber Co.  AL LLC,Alabama,Covington,999 - NO PREDOMINANT COUNTRY CODE,945.32,2020.0,31.2485,-86.4513,Other,840.0,,,,
Evergreen Timber Co. AL LLC,Alabama,Covington,999 - NO PREDOMINANT COUNTRY CODE,510.06,2020.0,31.2485,-86.4513,Other,840.0,,,,
"BRAMBLETOWN, LTD",Ohio,Richland,999 - NO PREDOMINANT COUNTRY CODE,68.0,1996.0,40.7747,-82.5365,Corporation,840.0,,,,
Johannes Reinhardt,New York,Yates,998 - NO FOREIGN INVESTOR LISTED,20.274,2007.0,42.6335,-77.1055,Partnership,840.0,,,,
